Cena,Cena_za_metr,Id,Liczba pięter,Liczba pokoi,Piętro,Powierzchnia,URL
235000.0,12368.0,60290981,4,1,Brak danych,19.0,https://www.otodom.pl/oferta/kawalerka-gotowa-do-zamieszkania-daszynskiego-ID44Yrb.html#ea8441503d
460871.0,8582.0,60291396,5,3,Brak danych,53.7,https://www.otodom.pl/oferta/3-pokoje-blisko-stadionu-promocja-ID44YxS.html#ea8441503d
469000.0,6091.0,60290727,5,3,3.0,77.0,https://www.otodom.pl/oferta/duze-3-pokoje-77mkw-z-potencjalem-srodmiescie-ID44Yn5.html#ea8441503d
349566.0,7350.0,60290733,4,3,1.0,47.56,https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-48mkw-7350zl-mkw-ID44Ynb.html#ea8441503d
251732.0,9400.0,60290730,4,1,Brak danych,26.78,https://www.otodom.pl/oferta/kawalerka-27mkw-kwadrans-od-centrum-wroclawia-ID44Yn8.html#ea8441503d
274203.0,8450.0,60290734,4,2,2.0,32.45,https://www.otodom.pl/oferta/2-pokoje-33mkw-kwadrans-od-centrum-wroclawia-ID44Ync.html#ea8441503d
316623.2,8720.0,60290687,Brak danych,2,6.0,36.31,https://www.otodom.pl/oferta/b-urban-mieszkanie-i-p6-38-ID44Ymr.html#07783e3093
280221.0,8050.0,60290731,4,2,1.0,34.81,https://www.otodom.pl/oferta/2-pokoje-35mkw-kwadrans-od-centrum-wroclawia-ID44Yn9.html#ea8441503d
221278.0,8600.0,60290686,Brak danych,1,7.0,25.73,https://www.otodom.pl/oferta/b-urban-mieszkanie-i-p7-31-ID44Ymq.html#07783e3093
499000.0,13307.0,60290262,6,2,2.0,37.5,https://www.otodom.pl/oferta/2-pokoje-37m-obok-ogrodu-botanicznego-ID44YfA.html#07783e3093
243380.96,9616.0,60290671,Brak danych,1,Brak danych,25.31,https://www.otodom.pl/oferta/b-urban-mieszkanie-i-p12-7-ID44Ymb.html#07783e3093
599000.0,6372.0,60290634,5,3,3.0,94.0,https://www.otodom.pl/oferta/rozkladowe-miejskie-media-opcja-4-pokoi-ID44YlA.html#07783e3093
225234.0,8600.0,60290685,Brak danych,1,8.0,26.19,https://www.otodom.pl/oferta/b-urban-mieszkanie-i-p8-8-ID44Ymp.html#07783e3093
213882.0,8600.0,60290688,Brak danych,1,5.0,24.87,https://www.otodom.pl/oferta/b-urban-mieszkanie-i-p5-31-ID44Yms.html#07783e3093
479000.0,14922.0,60290176,6,2,Brak danych,32.1,https://www.otodom.pl/oferta/2-pokoje-zaraz-przy-politechnice-ID44Yec.html#07783e3093
995000.0,10699.0,60141767,5,3,5.0,93.0,https://www.otodom.pl/oferta/apartament-na-ostanim-pietrze-bevedere-park-taras-ID44lCw.html#07783e3093
2185362.0,13039.0,60290141,9,4,9.0,167.6,https://www.otodom.pl/oferta/jasny-przeszklony-naroznypenthouse-it-es-ru-eng-ID44YdD.html#07783e3093
549000.0,15686.0,60290174,3,2,Brak danych,35.0,https://www.otodom.pl/oferta/2-pokoje-zaraz-obok-politechniki-ID44Yea.html#07783e3093
318878.16,8616.0,60290681,Brak danych,2,Brak danych,37.01,https://www.otodom.pl/oferta/b-urban-mieszkanie-i-p11-1-ID44Yml.html#07783e3093
500424.0,5800.0,59905774,2,4,2.0,86.28,https://www.otodom.pl/oferta/m4-duze-wygodne-tanie-dla-rodziny-antresola-gratis-ID43mea.html#07783e3093
422344.0,6550.0,59905755,2,3,Brak danych,64.48,https://www.otodom.pl/oferta/3-pokoje-z-ogrodkiem-najtaniej-wroclaw-wojnow-ID43mdR.html#07783e3093
422344.0,6550.0,59905798,2,3,Brak danych,64.48,https://www.otodom.pl/oferta/wygodne-duze-rodzinne-z-ogrodkiem-pom-gospodarcze-ID43mey.html#07783e3093
454584.0,7050.0,59905764,2,3,Brak danych,64.48,https://www.otodom.pl/oferta/3-pokoje-ogrodek-330m2-drzewa-wroc-najtaniej-ID43me0.html#07783e3093
399000.0,6283.0,60289514,5,3,4.0,63.5,https://www.otodom.pl/oferta/3-pokoje-rozklad-balkon-karlowice-ID44Y3v.html#07783e3093
500424.0,5800.0,59896359,2,4,2.0,86.28,https://www.otodom.pl/oferta/strachocin-wojnow-swojczyce-najtaniej-promocja-ID43jMj.html#07783e3093
450000.0,13204.0,60289673,6,1,2.0,34.08,https://www.otodom.pl/oferta/kawalerka-z-loggia-i-komorka-na-ogrodzonym-osiedlu-ID44Y65.html#07783e3093
449000.0,9553.0,60289375,2,2,2.0,47.0,https://www.otodom.pl/oferta/2-pokoje-z-garazem-47m2-krzyki-dla-inwestora-ID44Y1h.html#07783e3093
553000.0,9683.0,60288724,8,3,1.0,57.11,https://www.otodom.pl/oferta/prestizowa-inwestycja-przy-odrze-ID44XQM.html#07783e3093
422344.0,6550.0,59905793,2,3,Brak danych,64.48,https://www.otodom.pl/oferta/3-pokoje-przestronne-ogrodek-dla-dzieci-i-rodziny-ID43met.html#07783e3093
609000.0,12688.0,60288968,9,2,4.0,48.0,https://www.otodom.pl/oferta/okolice-mierniczej-centrum-widok-na-rzeke-ID44XUI.html#07783e3093
500424.0,5800.0,59905751,2,4,2.0,86.28,https://www.otodom.pl/oferta/strachocin-wojnow-swojczyce-najtaniej-promocja-ID43mdN.html#07783e3093
500424.0,4907.0,60132241,2,4,2.0,101.98,https://www.otodom.pl/oferta/wroclaw-wojnow-swojczyce-4-pokoje-antresola-ID44j8R.html#07783e3093
399000.0,8489.0,60289140,11,3,10.0,47.0,https://www.otodom.pl/oferta/idealne-dla-rodzin-blisko-centrum-ID44XXu.html#07783e3093
450000.0,13204.0,60289049,6,1,2.0,34.08,https://www.otodom.pl/oferta/okolice-niskich-lak-loggia-komorka-ID44XV1.html#07783e3093
672578.0,6727.0,60288709,Brak danych,6,1.0,99.98,https://www.otodom.pl/oferta/trzy-mieszkania-w-jednym-najlepsza-inwestycja-ID44XQx.html#07783e3093
275680.0,8000.0,60055802,3,2,1.0,34.46,https://www.otodom.pl/oferta/super-mieszkanie-34-m2-balkon-ul-buforowa-k13-9-ID43ZfY.html#07783e3093
427929.0,6700.0,60220424,Brak danych,3,Brak danych,63.87,https://www.otodom.pl/oferta/promocja-jagodno-3-pok-64-m2-gotowe-do-odbioru-ID44G5a.html#07783e3093
275680.0,8000.0,50633184,4,2,Brak danych,34.46,https://www.otodom.pl/oferta/nowe-mieszkania-2-i-3-pokojowe-z-balkonem-okazja-ID3qs0g.html#07783e3093
370668.0,6900.0,53449564,5,2,1.0,53.72,https://www.otodom.pl/oferta/nowe-mieszkanie-2-pok-54m2-balkon-jagodno-ID3CgFK.html#07783e3093
Brak danych,Brak danych,60050004,Brak danych,3,7.0,58.37,https://www.otodom.pl/oferta/kamienna-145-a-k6-7-30-ID43XKs.html#07783e3093
763009.09,8500.0,58017448,Brak danych,4,10.0,89.77,https://www.otodom.pl/oferta/kamienna-145-b-k10-10-59-ID3WqZi.html#07783e3093
560790.0,13950.0,60030750,Brak danych,1,3.0,40.2,https://www.otodom.pl/oferta/browary-wroclawskie-bl3-1-3-2-1a-ID43SJU.html#07783e3093
Brak danych,Brak danych,59531219,6,2,4.0,53.84,https://www.otodom.pl/oferta/dwupokojowe-mieszkanie-przy-przystani-i2-5-m5-ID41MMX.html#07783e3093
345000.0,9324.0,60288522,10,2,1.0,37.0,https://www.otodom.pl/oferta/borek-po-remoncie-2-pokoje-ID44XNv.html#07783e3093
307900.0,4902.0,59652612,Brak danych,2,Brak danych,62.81,https://www.otodom.pl/oferta/osada-kolorowa-b-3-2-ID42imU.html#07783e3093
Brak danych,Brak danych,59584599,6,3,3.0,56.57,https://www.otodom.pl/oferta/3pokojowe-mieszkanie-dom-z-herbem-i2-4-m5-ID420FW.html#07783e3093
Brak danych,Brak danych,59531196,6,1,1.0,34.95,https://www.otodom.pl/oferta/nowa-kawalerka-35m-przy-przystani-2-m4-ID41MMA.html#07783e3093
Brak danych,Brak danych,59531167,6,2,1.0,48.88,https://www.otodom.pl/oferta/nowe-dwupokojowe-mieszkanie-przy-przystani-2-m9-ID41MM7.html#07783e3093
Brak danych,Brak danych,59531122,6,1,4.0,36.67,https://www.otodom.pl/oferta/nowa-kawalerka-37m-przy-przystani-5-m3-ID41MLo.html#07783e3093
Brak danych,Brak danych,59531147,6,3,4.0,55.07,https://www.otodom.pl/oferta/nowe-3pokojowe-mieszkanie-55m-przy-przystani-5-m1-ID41MLN.html#07783e3093
Brak danych,Brak danych,59533506,6,2,4.0,36.63,https://www.otodom.pl/oferta/mieszkanie-dwupokojowe-w-nowej-inwestycji-i2-5-m5-ID41NnQ.html#07783e3093
Brak danych,Brak danych,59584572,6,4,4.0,70.35,https://www.otodom.pl/oferta/nowe-czteropokojowe-mieszkanie-70m-i2-5-m4-ID420Fu.html#07783e3093
Brak danych,Brak danych,59533710,5,2,4.0,43.37,https://www.otodom.pl/oferta/mieszkanie-dwupokojowe-w-nowej-inwestycji-i2-5-m1-ID41Nr8.html#07783e3093
Brak danych,Brak danych,59584594,6,2,5.0,49.61,https://www.otodom.pl/oferta/nowe-dwupokojowe-mieszkanie-dom-z-herbem-6-m2-ID420FQ.html#07783e3093
Brak danych,Brak danych,59584591,6,2,4.0,36.63,https://www.otodom.pl/oferta/mieszkanie-dwupokojowe-w-nowej-inwestycji-i2-5-m5-ID420FN.html#07783e3093
329937.0,7085.0,60288434,Brak danych,3,Brak danych,46.57,https://www.otodom.pl/oferta/mieszkanie-46-57-m-wroclaw-ID44XM6.html#07783e3093
600000.0,12000.0,60288498,3,3,2.0,50.0,https://www.otodom.pl/oferta/okolice-buforowej-3-pok-garaz-balkon-ID44XN8.html#07783e3093
469000.0,9196.0,60289632,3,2,3.0,51.0,https://www.otodom.pl/oferta/mieszkanie-51-m-wroclaw-ID44Y5q.html#07783e3093
560000.0,10000.0,60288299,15,2,Brak danych,56.0,https://www.otodom.pl/oferta/oryginalne-mieszkanie-na-gadowie-sauna-garaz-ID44XJW.html#07783e3093
283998.0,7800.0,60288432,Brak danych,2,Brak danych,36.41,https://www.otodom.pl/oferta/mieszkanie-2-pokoje-krzyki-ID44XM4.html#07783e3093
364372.0,7100.0,59531044,4,3,2.0,51.32,https://www.otodom.pl/oferta/mieszkanie-3pokojowe-w-nowej-inwestycji-e-k1-2-05-ID41MK8.html#07783e3093
679000.0,10446.0,60288248,6,3,2.0,65.0,https://www.otodom.pl/oferta/okolice-ul-nyskiej-65m2-balkon-garaz-nowoczesne-ID44XJ6.html#07783e3093
279588.0,6912.0,59531049,4,1,3.0,40.45,https://www.otodom.pl/oferta/nowa-kawalerka-z-antresola-41m-e-k1-3-03-ID41MKd.html#07783e3093
489000.0,9056.0,60287870,5,3,5.0,54.0,https://www.otodom.pl/oferta/okolice-ul-falzmanna-54m2-balkon-nowoczesne-ID44XD0.html#07783e3093
399000.0,5542.0,60288362,4,4,4.0,72.0,https://www.otodom.pl/oferta/4-pokojowe-na-zakrzowie-ID44XKV.html#07783e3093
469000.0,7444.0,60288291,8,3,7.0,63.0,https://www.otodom.pl/oferta/nowy-dwor-63m-3-pokoje-media-miejskie-ID44XJN.html#07783e3093
516324.0,6800.0,59531046,4,4,2.0,75.93,https://www.otodom.pl/oferta/nowe-4-pokojowe-mieszkanie-2-lazienki-b-k1-2-05-ID41MKa.html#07783e3093
710000.0,12034.0,60287760,5,2,3.0,59.0,https://www.otodom.pl/oferta/krawiecka-justin-center-ID44XBe.html#07783e3093
475000.0,5938.0,60287667,Brak danych,4,Brak danych,80.0,https://www.otodom.pl/oferta/okolice-kobierzyckiej-ogrod-garaz-ID44XzJ.html#07783e3093
299000.0,9967.0,60287282,5,1,Brak danych,30.0,https://www.otodom.pl/oferta/ditrevi-kawalerka-gotowa-bez-pcc-balkon-ID44Xtv.html#07783e3093
1089180.0,13500.0,60286999,4,2,2.0,80.68,https://www.otodom.pl/oferta/apartament-w-zabytkowej-kamienicy-na-sprzedaz-ID44XoX.html#07783e3093
649000.0,9461.0,60287550,4,3,Brak danych,68.6,https://www.otodom.pl/oferta/krzyki-borek-przy-parku-grabiszynskim-68-m2-ID44XxQ.html#07783e3093
2104480.0,14000.0,60286995,4,4,1.0,150.32,https://www.otodom.pl/oferta/apartament-w-zabytkowej-kamienicy-na-sprzedaz-ID44XoT.html#07783e3093
960120.0,12000.0,60286998,4,2,1.0,80.01,https://www.otodom.pl/oferta/apartament-w-zabytkowej-kamienicy-na-sprzedaz-ID44XoV.html#07783e3093
1684375.0,12500.0,60286993,4,1,Brak danych,134.75,https://www.otodom.pl/oferta/apartament-w-zabytkowej-kamienicy-na-sprzedaz-ID44XoR.html#07783e3093
369000.0,7235.0,60286756,5,2,4.0,51.0,https://www.otodom.pl/oferta/mieszkanie-przy-politechnice-plac-grunwadzki-ID44Xl2.html#47f0378da6
856060.0,11500.0,60286991,4,1,Brak danych,74.44,https://www.otodom.pl/oferta/apartament-w-zabytkowej-kamienicy-na-sprzedaz-ID44XoP.html#07783e3093
420000.0,7000.0,60286773,11,3,10.0,60.0,https://www.otodom.pl/oferta/3-pokojowe-rozkladowe-kozanow-ID44Xlj.html#07783e3093
420000.0,5915.0,60233722,4,2,2.0,71.0,https://www.otodom.pl/oferta/71m2-2-balkony-srodmiescie-o-miejskie-ID44JxE.html#07783e3093
380000.0,7266.0,60286837,3,2,2.0,52.3,https://www.otodom.pl/oferta/2-pok-pelen-rozklad-52-30-m2-muchobor-wlk-ID44Xml.html#47f0378da6
287000.0,6239.0,60285306,4,2,4.0,46.0,https://www.otodom.pl/oferta/mieszkanie-46-m-wroclaw-ID44VXE.html#47f0378da6
278000.0,6010.0,60285644,5,2,4.0,46.26,https://www.otodom.pl/oferta/do-remontu-nowowiejska-50-ID44X36.html#47f0378da6
727987.0,8030.0,59873208,5,3,5.0,90.66,https://www.otodom.pl/oferta/ponad-5-metrow-przestrzeni-nad-glowa-107-pod-noga-ID43dKU.html#47f0378da6
560000.0,10980.0,60285851,3,2,Brak danych,51.0,https://www.otodom.pl/oferta/komfortowy-apartament-z-tarasem-22-7m2-ID44X6r.html#47f0378da6
470000.0,11190.0,60286681,7,2,6.0,42.0,https://www.otodom.pl/oferta/lux-mieszkanie-ul-pradzynskiego-garaz-polecam-ID44XjP.html#47f0378da6
385000.0,7116.0,60284799,4,2,Brak danych,54.1,https://www.otodom.pl/oferta/sliczne-2-pok-zakrzow-duzy-balkon-monitoring-ID44VPt.html#47f0378da6
395000.0,6954.0,60285302,8,3,6.0,56.8,https://www.otodom.pl/oferta/mieszkanie-56-80-m-wroclaw-ID44VXA.html#47f0378da6
560000.0,8615.0,60286877,2,1,Brak danych,65.0,https://www.otodom.pl/oferta/okolice-drzewieckiego-sauna-garaz-65m2-ID44XmZ.html#47f0378da6
1167320.0,14000.0,60287001,4,2,3.0,83.38,https://www.otodom.pl/oferta/apartament-w-zabytkowej-kamienicy-na-sprzedaz-ID44XoZ.html#07783e3093
519147.5,7025.0,59982039,Brak danych,4,Brak danych,73.9,https://www.otodom.pl/oferta/cztery-pory-roku-j18-1-0-8-4k-ID43G4f.html#47f0378da6
529000.0,9951.0,60285290,5,4,4.0,53.16,https://www.otodom.pl/oferta/4-pokoje-z-duzym-balkonem-przy-pl-nowy-targ-ID44VXo.html#47f0378da6
977000.0,12600.0,60283967,8,4,8.0,77.54,https://www.otodom.pl/oferta/prestizowe-z-tarasem-na-rzeke-kepa-mieszczanska-ID44VC3.html#47f0378da6
650000.0,6500.0,60286003,4,4,Brak danych,100.0,https://www.otodom.pl/oferta/mieszkanie-w-domu-z-duzym-ogrodem-blisko-centrum-ID44X8T.html#47f0378da6
290000.0,7813.0,60284269,4,1,4.0,37.12,https://www.otodom.pl/oferta/sloneczna-kawalerka-z-loggia-na-zakrzowie-ID44VGW.html#47f0378da6
347000.0,9586.0,60286077,4,2,1.0,36.2,https://www.otodom.pl/oferta/2-pokoje-36-m2-jagodno-krzyki-wroclaw-ID44Xa5.html#47f0378da6
499000.0,8048.0,60286702,3,2,1.0,62.0,https://www.otodom.pl/oferta/piekne-mieszkanie-ul-obroncow-poczty-gdanskiej-ID44Xka.html#47f0378da6
385000.0,9333.0,60284215,8,2,Brak danych,41.25,https://www.otodom.pl/oferta/mieszkanie-41-25-m-wroclaw-ID44VG3.html#47f0378da6
329000.0,11964.0,60286303,4,1,4.0,27.5,https://www.otodom.pl/oferta/wyjatkowa-kawalerka-po-remoncie-krzycka-92b-ID44XdJ.html#47f0378da6
569000.0,7323.0,60284338,4,3,1.0,77.7,https://www.otodom.pl/oferta/komfortowe-mieszkanie-z-loggia-na-stablowicach-ID44VI2.html#47f0378da6
490000.0,6872.0,60283900,4,2,4.0,71.3,https://www.otodom.pl/oferta/okolice-dworca-glownego-piwnica-komorka-ID44VAY.html#47f0378da6
580412.0,7596.0,60283843,6,3,2.0,76.41,https://www.otodom.pl/oferta/3-pokoje-apartamentowiec-w-przy-parku-ID44VA3.html#47f0378da6
590000.0,7564.0,60283718,4,2,1.0,78.0,https://www.otodom.pl/oferta/komfortowe-odnowione-na-stablowicach-3pok-78m2-ID44Vy2.html#47f0378da6
399000.0,7255.0,60283712,4,2,3.0,55.0,https://www.otodom.pl/oferta/dwupoziomowe-na-maslicach-petla-tramwajowa-ID44VxV.html#47f0378da6
480000.0,7656.0,60282517,2,3,2.0,62.7,https://www.otodom.pl/oferta/dwupoziomowe-mieszkanie-muchobor-wielki-3-pokoje-ID44VeF.html#47f0378da6
429000.0,8580.0,60283781,3,2,3.0,50.0,https://www.otodom.pl/oferta/olimpia-port-loggia-garaz-winda-ID44Vz3.html#47f0378da6
525000.0,7000.0,60283282,3,2,3.0,75.0,https://www.otodom.pl/oferta/mieszkanie-dla-konesera-z-kominkiem-i-tarasem-ID44Vr0.html#47f0378da6
429000.0,7872.0,60277028,10,3,1.0,54.5,https://www.otodom.pl/oferta/mieszkanie-3-pok-rozkladowe-na-rozance-ID44UO8.html#47f0378da6
330000.0,6937.0,60283617,4,2,3.0,47.57,https://www.otodom.pl/oferta/okolice-siemienskiego-nadodrze-piwnica-ID44Vvp.html#47f0378da6
465000.0,9894.0,60282536,6,2,4.0,47.0,https://www.otodom.pl/oferta/okoliceul-paprotnej-47m2-balkon-garaz-piwnica-ID44VeY.html#47f0378da6
347000.0,9586.0,60283850,4,2,1.0,36.2,https://www.otodom.pl/oferta/okolice-ul-kajdasza-36m2-balkon-wysoki-standart-ID44VAa.html#47f0378da6
415787.0,8550.0,60283040,3,3,2.0,48.63,https://www.otodom.pl/oferta/blisko-do-centrum-kameralne-polozenie-ID44Vn6.html#47f0378da6
286880.0,9142.0,60283693,6,1,6.0,31.38,https://www.otodom.pl/oferta/mieszkanie-inwestycyjne-7-w-skali-roku-krzyki-ID44VxD.html#47f0378da6
425000.0,8019.0,60283717,4,2,2.0,53.0,https://www.otodom.pl/oferta/piekne-mieszkanie-na-klecinie-szybki-dojazd-ID44Vy1.html#47f0378da6
406910.39,7509.0,60283041,1,3,Brak danych,54.19,https://www.otodom.pl/oferta/mieszkanie-w-kameralnej-zabudowie-z-ogrodkiem-ID44Vn7.html#47f0378da6
415000.0,7981.0,60283543,2,2,Brak danych,52.0,https://www.otodom.pl/oferta/umeblowane-gotowe-do-wprowadzenia-ID44Vwd.html#47f0378da6
Brak danych,Brak danych,60260945,Brak danych,2,2.0,42.94,https://www.otodom.pl/oferta/rezydencja-karlowice-m9-ID44QCJ.html#47f0378da6
279879.0,8049.0,60283342,4,2,Brak danych,34.77,https://www.otodom.pl/oferta/2-pokoje-z-ogrodkiem-jagodno-ID44VrY.html#47f0378da6
Brak danych,Brak danych,60260856,Brak danych,3,2.0,64.22,https://www.otodom.pl/oferta/rezydencja-karlowice-m7-ID44QBi.html#47f0378da6
Brak danych,Brak danych,60260822,Brak danych,3,1.0,73.44,https://www.otodom.pl/oferta/rezydencja-karlowice-m6-ID44QAK.html#47f0378da6
408000.0,8000.0,60031256,2,2,2.0,51.0,https://www.otodom.pl/oferta/umeblowane-gotowe-do-wprowadzenia-ID43SS4.html#47f0378da6
660000.0,7952.0,60283351,2,3,1.0,83.0,https://www.otodom.pl/oferta/3-pokoje-balkon-media-miejskie-apartament-ID44Vs7.html#47f0378da6
239136.0,9400.0,60283343,5,1,Brak danych,25.44,https://www.otodom.pl/oferta/atrakcyjna-kawalerka-z-ogrodkiem-jagodno-ID44VrZ.html#47f0378da6
679000.0,7147.0,60283352,1,3,Brak danych,95.0,https://www.otodom.pl/oferta/biskupin-3-pokoje-balkon-kamienica-ID44Vs8.html#47f0378da6
660000.0,7952.0,60283207,2,3,1.0,83.0,https://www.otodom.pl/oferta/ul-bierutowska-2garaze-2komorki-balkon-83m2-ID44VpN.html#47f0378da6
Brak danych,Brak danych,60260801,Brak danych,3,1.0,89.35,https://www.otodom.pl/oferta/rezydencja-karlowice-m5-ID44QAp.html#47f0378da6
Brak danych,Brak danych,60260733,Brak danych,3,Brak danych,73.58,https://www.otodom.pl/oferta/rezydencja-karlowice-m2-ID44Qzj.html#47f0378da6
Brak danych,Brak danych,60260791,Brak danych,3,Brak danych,98.88,https://www.otodom.pl/oferta/rezydencja-karlowice-m4-ID44QAf.html#47f0378da6
Brak danych,Brak danych,60260902,Brak danych,3,2.0,67.21,https://www.otodom.pl/oferta/rezydencja-karlowice-m8-ID44QC2.html#47f0378da6
Brak danych,Brak danych,60260768,Brak danych,3,Brak danych,64.48,https://www.otodom.pl/oferta/rezydencja-karlowice-m3-ID44QzS.html#47f0378da6
595000.0,7648.0,59428862,6,3,2.0,77.8,https://www.otodom.pl/oferta/miejskie-media-balkon-winda-1994-rok-ID41ma2.html#47f0378da6
405000.0,8232.0,60281258,3,2,3.0,49.2,https://www.otodom.pl/oferta/srodmiescie-2-pok-49-m2-wroclaw-ID44WUm.html#47f0378da6
290000.0,7632.0,60282136,4,1,4.0,38.0,https://www.otodom.pl/oferta/piekna-kawalerka-z-loggia-zakrzow-psie-pole-ID44V8v.html#47f0378da6
417000.0,8510.0,60281676,10,2,5.0,49.0,https://www.otodom.pl/oferta/krzyki-gaj-orzechowa-2-pok-47-m2-ID44V16.html#47f0378da6
460000.0,6259.0,60098288,5,2,3.0,73.5,https://www.otodom.pl/oferta/rozkladowe-balkon-co-gazowe-ciche-ID44aje.html#47f0378da6
369000.0,7380.0,60281076,4,2,Brak danych,50.0,https://www.otodom.pl/oferta/wroclaw-muchobor-wlk-2pok-50m2-balkon-ID44WRq.html#47f0378da6
305000.0,8243.0,60281643,4,2,3.0,37.0,https://www.otodom.pl/oferta/okolice-gersona-rozklad-balkon-piwnica-ID44V0z.html#47f0378da6
705000.0,11949.0,60281073,6,2,2.0,59.0,https://www.otodom.pl/oferta/wroclaw-rynek-2pok-59m2-apartament-nowe-ID44WRn.html#47f0378da6
552702.0,6909.0,60281070,4,4,1.0,80.0,https://www.otodom.pl/oferta/dwupoziomowe-80m2-miejsce-parkingowe-gratis-ID44WRk.html#47f0378da6
599000.0,8007.0,60281061,7,3,4.0,74.81,https://www.otodom.pl/oferta/3-pokoje-75-m2-popowice-fabryczna-wroclaw-ID44WRb.html#2b80895e82
368500.0,8011.0,60281442,Brak danych,2,Brak danych,46.0,https://www.otodom.pl/oferta/okolice-objazdowej-balkon-ID44WXk.html#47f0378da6
470000.0,8545.0,60281079,4,3,1.0,55.0,https://www.otodom.pl/oferta/wroclaw-fabryczna-stablowice-3-pok-55m2-nowe-ID44WRt.html#47f0378da6
357000.0,8961.0,60281314,4,2,Brak danych,39.84,https://www.otodom.pl/oferta/okolice-ul-jerzego-40m2-balkon-piwnica-ID44WWg.html#47f0378da6
629000.0,6912.0,60281080,1,3,Brak danych,91.0,https://www.otodom.pl/oferta/parter-domu-91m2-2garaze-muchobor-wielki-fabryczna-ID44WRu.html#47f0378da6
390000.0,9898.0,60281075,7,2,1.0,39.4,https://www.otodom.pl/oferta/sprzedam-2pok-40m2-wroclaw-grabiszynska-23-vat-ID44WRp.html#47f0378da6
795000.0,6625.0,60281069,4,5,4.0,120.0,https://www.otodom.pl/oferta/krzyki-borek-120m2-5pok-dwupoziomowe-ID44WRj.html#47f0378da6
415000.0,9259.0,60281030,5,3,1.0,44.82,https://www.otodom.pl/oferta/pilnie-ok-zaporoskiej-3-pokoje-45m2-krzyki-wroclaw-ID44WQG.html#2b80895e82
950000.0,12667.0,60281259,5,2,5.0,75.0,https://www.otodom.pl/oferta/wroclaw-centrum-apartament-75m2-okazja-ID44WUn.html#47f0378da6
450000.0,7143.0,60281067,3,3,3.0,63.0,https://www.otodom.pl/oferta/63-m2-3-pok-muchobor-maly-fabryczna-wroclaw-ID44WRh.html#47f0378da6
420000.0,8400.0,60281859,4,3,Brak danych,50.0,https://www.otodom.pl/oferta/krzyki-ksieze-male-opolska-50-m2-3-pokoje-z-tar-ID44V43.html#47f0378da6
580000.0,8529.0,60281823,4,4,Brak danych,68.0,https://www.otodom.pl/oferta/grabskiego-rozklad-balkon-po-remoncie-0-ID44V3t.html#47f0378da6
499000.0,9980.0,60281059,10,2,Brak danych,50.0,https://www.otodom.pl/oferta/2-pokoje-50-m2-parter-gaj-krzyki-wroclaw-ID44WR9.html#2b80895e82
380000.0,8261.0,60281025,7,2,1.0,46.0,https://www.otodom.pl/oferta/2-pok-46-m2-gadow-maly-fabryczna-wroclaw-ID44WQB.html#2b80895e82
479000.0,5984.0,58080432,4,3,4.0,80.05,https://www.otodom.pl/oferta/balkon-miejskie-media-ciche-sloneczne-ID3WHna.html#47f0378da6
659000.0,8129.0,60281064,2,4,1.0,81.07,https://www.otodom.pl/oferta/wroclaw-lipa-piotrowska-4pok-81m2-parking-w-cenie-ID44WRe.html#47f0378da6
319000.0,5267.0,60281026,2,3,1.0,60.57,https://www.otodom.pl/oferta/wroclaw-krzyki-brochow-3-pok-okazja-ID44WQC.html#2b80895e82
568256.0,6590.0,60281068,4,4,Brak danych,86.23,https://www.otodom.pl/oferta/mieszkanie-85m2-2-ogrody-gratis-parking-ID44WRi.html#47f0378da6
400000.0,8333.0,60281019,11,4,7.0,48.0,https://www.otodom.pl/oferta/wroclaw-fabryczna-kozanow-4pok-48m2-po-remoncie-ID44WQw.html#2b80895e82
640000.0,9624.0,60281010,4,3,1.0,66.5,https://www.otodom.pl/oferta/wroclaw-fabryczna-stablowice-3-pok-66-5-m2-taras-ID44WQm.html#2b80895e82
549000.0,15686.0,60281008,5,2,Brak danych,35.0,https://www.otodom.pl/oferta/2-pokoje-plac-grunwaldzki-35m2-srodmiescie-wroclaw-ID44WQk.html#2b80895e82
529000.0,6961.0,60281003,11,3,7.0,76.0,https://www.otodom.pl/oferta/kozanow-76-m2-3-pok-fabryczna-wroclaw-ID44WQf.html#2b80895e82
499000.0,15121.0,60281007,5,2,Brak danych,33.0,https://www.otodom.pl/oferta/2-pokoje-plac-grunwaldzki-33m2-srodmiescie-wroclaw-ID44WQj.html#2b80895e82
698000.0,9901.0,60280998,7,4,2.0,70.5,https://www.otodom.pl/oferta/4-pokoje-popowice-70-5-fabryczna-wroclaw-ID44WQa.html#2b80895e82
343000.0,8772.0,60281006,4,2,1.0,39.1,https://www.otodom.pl/oferta/2-pokoje-39-1-m2-maslice-fabryczna-wroclaw-ID44WQi.html#2b80895e82
539000.0,9136.0,60281005,4,3,1.0,59.0,https://www.otodom.pl/oferta/3-pokoje-blisko-fat-rozklad-59-m2-ID44WQh.html#2b80895e82
899000.0,10101.0,60281000,4,3,3.0,89.0,https://www.otodom.pl/oferta/3-pok-89-m2-fabryczna-wroclaw-ID44WQc.html#2b80895e82
799000.0,7683.0,60280555,4,3,3.0,104.0,https://www.otodom.pl/oferta/104-mkw-wyjatkowy-apartament-przy-pl-grunwaldzkim-ID44WJ1.html#2b80895e82
